date,macro_day__总发行量(亿元),macro_day__发行只数,macro_day__总偿还量(亿元),macro_day__净融资额(亿元),macro_day__到期偿还量(亿元),macro_day__到期只数,macro_day__提前兑付量(亿元),macro_day__提前兑付只数,macro_day__回售量(亿元),macro_day__回售只数,macro_day__赎回量(亿元),macro_day__赎回只数,macro_day__现金要约金额(亿元),macro_day__现金要约只数,macro_week__中国:日均产量:粗钢,macro_week__唐山:高炉开工率,macro_week__中国:江浙地区:开工率:涤纶长丝:下游织机,macro_week__中国:开工率:汽车轮胎(全钢胎),macro_week__中国:开工率:汽车轮胎(半钢胎),macro_week__义乌中国小商品指数:总价格指数,"macro_week__中国:日均销量(当周,厂家零售):乘用车",macro_week__中国:票房收入:电影,macro_week__中国:30大中城市:成交面积:商品房,macro_week__中国:100大中城市:成交土地占地面积:当周值,macro_week__中国:开工率:石油沥青装置,macro_week__中国:水泥价格指数,macro_week__中国出口集装箱运价指数:综合指数,macro_week__上海出口集装箱运价指数:综合指数,macro_week__波罗的海货运指数,macro_week__中国食用农产品价格指数,macro_week__中国:平均批发价:猪肉,macro_week__中国:生产资料价格指数,macro_week__期货结算价(连续):布伦特原油
2021-01-26,349.8,5,0.0,349.8,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4452.44,76.02,0.0,0.0,151.84,0.0,0.0,0.0,0.0,46.7,0.0,55.91
2021-01-27,190.0,2,0.0,190.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4690.01,79.46,0.0,45.1,151.7,0.0,0.0,0.0,0.0,46.8,0.0,55.81
2021-01-28,555.9,6,0.0,555.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.68,66.81,64.21,0.0,0,4731.32,74.75,0.0,0.0,151.45,0.0,0.0,0.0,0.0,46.57,0.0,55.53
2021-01-29,405.0,7,0.0,405.0,0.0,0,0,0,0,0,0,0,0,0,0.0,63.52,0.0,0.0,0.0,0.0,0,5383.45,83.61,0.0,0.0,150.92,2040.18,2861.69,4397.78,151.06,46.37,96.64,55.88
2021-02-01,170.6,2,500.6,-330.0,500.6,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4186.47,59.2,0.0,0.0,150.92,0.0,0.0,0.0,0.0,46.02,0.0,56.35
2021-02-02,480.4,5,0.0,480.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3996.69,76.78,0.0,0.0,150.81,0.0,0.0,0.0,0.0,45.31,0.0,57.46
2021-02-03,1684.4,5,0.0,1684.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3824.11,85.95,0.0,40.8,150.3,0.0,0.0,0.0,0.0,45.66,0.0,58.46
2021-02-04,537.3,8,0.0,537.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,14.49,51.67,56.01,0.0,0,3994.57,73.57,0.0,0.0,150.4,0.0,0.0,0.0,0.0,45.3,0.0,58.84
2021-02-05,635.4,5,0.0,635.4,0.0,0,0,0,0,0,0,0,0,0,0.0,62.29,0.0,0.0,0.0,0.0,0,4320.72,64.76,0.0,0.0,150.01,2060.26,2884.61,4438.47,149.55,45.23,96.83,59.34
2021-02-07,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4689.13,60.35,2490.35,0.0,0.0,0.0,0.0,0.0,0.0,45.12,0.0,0.0
2021-02-08,258.3,4,0.0,258.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4257.2,44.99,0.0,0.0,149.7,0.0,0.0,0.0,0.0,45.04,0.0,60.56
2021-02-09,170.0,3,0.0,170.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4474.08,35.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.17,0.0,61.09
2021-02-10,0.0,0,100.0,-100.0,100.0,1,0,0,0,0,0,0,0,0,280.86,0.0,4.34,25.85,23.15,0.0,0,3902.15,28.94,0.0,36.7,0.0,2061.51,2825.75,0.0,0.0,45.39,0.0,61.47
2021-02-18,360.0,3,2000.0,-1640.0,2000.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,74593.27,17.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.07,0.0,63.93
2021-02-19,200.0,1,0.0,200.0,0.0,0,0,0,0,0,0,0,0,0,0.0,62.97,0.0,17.24,19.86,0.0,0,56330.89,33.3,0.0,0.0,149.67,2071.71,2875.93,4577.9,145.36,42.67,97.99,62.91
2021-02-20,0.0,0,200.0,-200.0,200.0,1,0,0,0,0,0,0,0,0,290.08,0.0,0.0,0.0,0.0,0.0,0,49980.67,42.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.18,0.0,0.0
2021-02-22,180.0,2,1680.3,-1500.3,1680.3,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,26731.79,55.05,0.0,0.0,147.22,0.0,0.0,0.0,0.0,40.69,0.0,65.24
2021-02-23,299.6,4,0.0,299.6,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,23086.53,56.85,0.0,0.0,146.5,0.0,0.0,0.0,0.0,40.12,0.0,65.37
2021-02-24,1595.7,7,170.0,1425.7,170.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,19886.39,58.6,0.0,40.7,146.12,0.0,0.0,0.0,0.0,39.55,0.0,67.04
2021-02-25,509.2,7,0.0,509.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,62.32,58.73,54.66,0.0,0,18574.7,65.3,0.0,0.0,146.02,0.0,0.0,0.0,0.0,39.24,0.0,66.88
2021-02-26,554.6,6,0.0,554.6,0.0,0,0,0,0,0,0,0,0,0,0.0,64.15,0.0,0.0,0.0,0.0,0,26474.56,70.91,0.0,0.0,145.86,2059.52,2775.29,4529.64,138.67,39.05,100.34,66.13
2021-03-01,154.4,2,503.3,-348.9,503.3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8420.81,50.86,0.0,0.0,146.13,0.0,0.0,0.0,0.0,39.08,0.0,63.69
2021-03-02,327.8,6,0.0,327.8,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7579.26,71.19,0.0,0.0,146.04,0.0,0.0,0.0,0.0,38.94,0.0,62.7
2021-03-03,1328.1,4,40.0,1288.1,40.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6632.55,66.25,0.0,39.2,146.02,0.0,0.0,0.0,0.0,38.76,0.0,64.07
2021-03-04,569.3,7,0.0,569.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,64.57,75.12,71.56,0.0,0,5999.65,82.42,0.0,0.0,146.02,0.0,0.0,0.0,0.0,38.31,0.0,66.74
2021-03-05,540.0,7,0.0,540.0,0.0,0,0,0,0,0,0,0,0,0,0.0,60.57,0.0,0.0,0.0,0.0,0,8669.26,78.59,0.0,0.0,145.46,1970.58,2721.94,4346.86,137.56,38.57,101.14,69.36
2021-03-08,170.0,2,809.0,-639.0,809.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10566.23,59.17,0.0,0.0,145.5,0.0,0.0,0.0,0.0,38.64,0.0,68.24
2021-03-09,390.0,6,1069.0,-679.0,1069.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2794.0,63.67,0.0,0.0,145.35,0.0,0.0,0.0,0.0,38.11,0.0,67.52
2021-03-10,1470.0,6,300.0,1170.0,300.0,2,0,0,0,0,0,0,0,0,292.91,0.0,0.0,0.0,0.0,0.0,0,3854.86,79.48,0.0,41.6,145.12,0.0,0.0,0.0,0.0,38.14,0.0,67.9
2021-03-11,578.5,8,580.0,-1.5,580.0,1,0,0,0,0,0,0,0,0,0.0,0.0,70.27,76.85,72.6,0.0,0,3539.53,63.12,0.0,0.0,145.21,0.0,0.0,0.0,0.0,38.11,0.0,69.63
2021-03-12,290.0,3,0.0,290.0,0.0,0,0,0,0,0,0,0,0,0,0.0,51.26,0.0,0.0,0.0,0.0,0,6901.54,73.75,0.0,0.0,144.78,1912.13,2637.53,4481.0,136.46,38.0,101.34,69.22
2021-03-15,120.0,2,400.1,-280.1,400.1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4092.24,67.42,0.0,0.0,144.74,0.0,0.0,0.0,0.0,37.77,0.0,68.88
2021-03-16,340.0,6,0.0,340.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3718.71,66.6,0.0,0.0,144.78,0.0,0.0,0.0,0.0,37.16,0.0,68.39
2021-03-17,1070.0,5,300.0,770.0,300.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3341.88,76.49,0.0,44.4,144.82,0.0,0.0,0.0,0.0,37.56,0.0,68.0
2021-03-18,602.8,7,0.0,602.8,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.05,77.69,73.01,0.0,0,3119.58,72.86,0.0,0.0,144.82,0.0,0.0,0.0,0.0,37.6,0.0,63.28
2021-03-19,650.0,6,0.0,650.0,0.0,0,0,0,0,0,0,0,0,0,0.0,52.05,0.0,0.0,0.0,0.0,0,5455.55,82.23,0.0,0.0,144.86,1908.09,2583.87,4300.47,135.23,37.3,102.04,64.53
2021-03-22,120.0,3,500.5,-380.5,500.5,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2633.78,69.22,0.0,0.0,146.4,0.0,0.0,0.0,0.0,37.06,0.0,64.62
2021-03-23,370.0,5,0.0,370.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2453.99,71.73,0.0,0.0,146.54,0.0,0.0,0.0,0.0,36.91,0.0,60.79
2021-03-24,110.0,3,0.0,110.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2327.31,83.05,0.0,44.5,146.45,0.0,0.0,0.0,0.0,36.55,0.0,64.41
2021-03-25,520.0,8,0.0,520.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,75.61,78.03,73.36,0.0,0,2277.89,79.03,0.0,0.0,147.52,0.0,0.0,0.0,0.0,36.49,0.0,61.95
2021-03-26,610.0,5,0.0,610.0,0.0,0,0,0,0,0,0,0,0,0,0.0,46.72,0.0,0.0,0.0,0.0,0,15781.7,67.58,0.0,0.0,148.02,1863.61,2570.68,4366.99,133.88,36.33,101.95,64.57
2021-03-29,80.0,2,901.1,-821.1,901.1,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6031.97,71.93,0.0,0.0,148.42,0.0,0.0,0.0,0.0,35.74,0.0,64.98
2021-03-30,350.0,6,535.3,-185.3,535.3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5140.62,93.0,0.0,0.0,148.56,0.0,0.0,0.0,0.0,35.18,0.0,64.14
2021-03-31,80.0,2,0.0,80.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,74889,4777.43,97.11,0.0,46.2,149.21,0.0,0.0,0.0,0.0,35.37,0.0,63.54
2021-04-01,485.5,8,0.0,485.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.54,78.12,73.51,0.0,0,4436.87,59.3,0.0,0.0,149.47,0.0,0.0,0.0,0.0,35.27,0.0,63.54
2021-04-02,411.5,5,613.4,-201.9,613.4,1,0,0,0,0,0,0,0,0,0.0,45.01,0.0,0.0,0.0,0.0,0,15330.3,95.55,0.0,0.0,149.88,1871.78,2585.42,4442.04,131.6,35.0,102.36,0.0
2021-04-06,380.0,6,460.0,-80.0,460.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5851.16,88.09,0.0,0.0,150.34,0.0,0.0,0.0,0.0,33.86,0.0,62.74
2021-04-07,1280.5,5,350.0,930.5,350.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5053.74,69.2,0.0,48.4,150.25,0.0,0.0,0.0,0.0,33.16,0.0,63.16
2021-04-08,575.2,9,590.0,-14.8,590.0,1,0,0,0,0,0,0,0,0,0.0,0.0,76.05,78.31,73.93,0.0,0,4440.83,73.38,0.0,0.0,150.67,0.0,0.0,0.0,0.0,32.72,0.0,63.2
2021-04-09,600.7,4,0.0,600.7,0.0,0,0,0,0,0,0,0,0,0,0.0,41.82,0.0,0.0,0.0,0.0,0,6643.03,78.23,0.0,0.0,150.84,1858.01,2652.12,4495.5,128.97,32.4,103.38,62.95
2021-04-12,70.0,2,1964.0,-1894.0,1964.0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3253.37,74.13,0.0,0.0,152.19,0.0,0.0,0.0,0.0,31.27,0.0,63.28
2021-04-13,380.0,6,0.0,380.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3082.16,69.63,0.0,0.0,152.48,0.0,0.0,0.0,0.0,31.87,0.0,63.67
2021-04-14,1330.0,4,1106.0,224.0,1106.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3192.27,68.07,0.0,46.7,153.24,0.0,0.0,0.0,0.0,31.46,0.0,66.58
2021-04-15,589.4,9,40.0,549.4,40.0,1,0,0,0,0,0,0,0,0,0.0,0.0,74.98,76.01,72.81,0.0,0,3032.8,80.13,0.0,0.0,153.57,0.0,0.0,0.0,0.0,31.6,0.0,66.94
2021-04-16,291.0,4,0.0,291.0,0.0,0,0,0,0,0,0,0,0,0,0.0,46.3,0.0,0.0,0.0,0.0,0,6077.13,86.01,0.0,0.0,153.81,1853.53,2833.42,4591.2,128.07,31.77,104.21,66.77
2021-04-19,70.0,2,500.0,-430.0,500.0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3210.04,63.26,0.0,0.0,154.16,0.0,0.0,0.0,0.0,31.55,0.0,67.05
2021-04-20,300.0,5,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,304.55,0.0,0.0,0.0,0.0,0.0,0,2883.73,78.78,0.0,0.0,154.68,0.0,0.0,0.0,0.0,32.11,0.0,66.57
2021-04-21,1187.9,5,0.0,1187.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2788.29,70.71,0.0,48.0,154.94,0.0,0.0,0.0,0.0,31.82,0.0,65.32
2021-04-22,485.9,6,730.0,-244.1,730.0,2,0,0,0,0,0,0,0,0,0.0,0.0,73.66,75.65,72.34,0.0,0,2630.47,72.72,0.0,0.0,154.94,0.0,0.0,0.0,0.0,31.58,0.0,65.4
2021-04-23,293.0,4,0.0,293.0,0.0,0,0,0,0,0,0,0,0,0,0.0,46.96,0.0,0.0,0.0,0.0,0,4212.14,79.98,0.0,0.0,154.98,1903.5,2979.76,4701.51,127.43,31.5,104.94,66.11
2021-04-25,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,101.3,0,3607.4,76.68,1897.24,0.0,155.56,0.0,0.0,0.0,0.0,31.37,0.0,0.0
2021-04-26,70.0,2,650.7,-580.7,650.7,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2293.11,67.92,0.0,0.0,156.24,0.0,0.0,0.0,0.0,31.27,0.0,65.65
2021-04-27,260.0,5,1302.38,-1042.38,1302.38,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2239.54,65.9,0.0,0.0,157.0,0.0,0.0,0.0,0.0,31.52,0.0,66.42
2021-04-28,260.0,4,0.0,260.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2303.62,80.01,0.0,49.0,157.51,0.0,0.0,0.0,0.0,31.11,0.0,67.27
2021-04-29,230.0,2,30.0,200.0,30.0,1,0,0,0,0,0,0,0,0,0.0,0.0,73.12,72.96,70.89,0.0,0,2861.87,88.57,0.0,0.0,157.89,0.0,0.0,0.0,0.0,30.75,0.0,68.56
2021-04-30,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,311.61,47.33,0.0,0.0,0.0,0.0,39961,20633.19,94.41,0.0,0.0,157.44,1991.16,3100.74,4686.48,127.3,30.62,106.2,67.25
2021-05-06,410.0,3,0.0,410.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,51.93,55.3,0.0,0,9394.55,78.01,0.0,46.9,157.92,0.0,0.0,0.0,0.0,30.1,0.0,68.09
2021-05-07,433.2,5,0.0,433.2,0.0,0,0,0,0,0,0,0,0,0,0.0,48.73,0.0,0.0,0.0,0.0,0,9122.19,74.78,0.0,0.0,158.16,2074.35,3095.16,4957.3,127.05,30.36,107.58,68.28
2021-05-08,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,72.35,0.0,0.0,0.0,0,12771.16,86.99,0.0,0.0,158.22,0.0,0.0,0.0,0.0,30.04,0.0,0.0
2021-05-10,470.0,4,802.5,-332.5,802.5,4,0,0,0,0,0,0,0,0,312.85,0.0,0.0,0.0,0.0,0.0,0,6907.62,82.82,0.0,0.0,158.97,0.0,0.0,0.0,0.0,30.0,0.0,68.32
2021-05-11,370.0,5,0.0,370.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6371.28,77.44,0.0,0.0,159.03,0.0,0.0,0.0,0.0,28.48,0.0,68.55
2021-05-12,891.2,4,0.0,891.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5857.61,73.02,0.0,45.4,159.01,0.0,0.0,0.0,0.0,28.29,0.0,69.32
2021-05-13,436.7,7,240.0,196.7,240.0,1,0,0,0,0,0,0,0,0,0.0,0.0,72.95,68.6,64.73,0.0,0,5431.14,73.32,0.0,0.0,158.81,0.0,0.0,0.0,0.0,28.13,0.0,67.05
2021-05-14,431.0,4,0.0,431.0,0.0,0,0,0,0,0,0,0,0,0,0.0,47.72,0.0,0.0,0.0,0.0,0,8161.96,75.13,0.0,0.0,158.79,2134.37,3343.34,5378.72,123.87,27.78,112.31,68.71
2021-05-17,129.4,2,0.0,129.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4389.94,60.0,0.0,0.0,159.13,0.0,0.0,0.0,0.0,27.49,0.0,69.46
2021-05-18,398.5,5,0.0,398.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4055.22,74.04,0.0,0.0,159.12,0.0,0.0,0.0,0.0,26.7,0.0,68.71
2021-05-19,946.0,4,1213.5,-267.5,1213.5,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3860.09,69.17,0.0,45.4,159.13,0.0,0.0,0.0,0.0,26.92,0.0,66.66
2021-05-20,420.0,7,0.0,420.0,0.0,0,0,0,0,0,0,0,0,0,323.34,0.0,71.07,62.52,60.98,0.0,0,23345.49,76.47,0.0,0.0,159.34,0.0,0.0,0.0,0.0,27.07,0.0,65.11
2021-05-21,212.0,3,0.0,212.0,0.0,0,0,0,0,0,0,0,0,0,0.0,47.03,0.0,0.0,0.0,0.0,0,37125.35,74.28,0.0,0.0,159.29,2216.63,3432.5,5544.66,122.01,26.29,110.74,66.44
2021-05-24,127.7,2,500.4,-372.7,500.4,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9438.88,48.47,0.0,0.0,159.02,0.0,0.0,0.0,0.0,26.01,0.0,68.46
2021-05-25,452.8,6,0.0,452.8,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7446.96,61.16,0.0,0.0,158.95,0.0,0.0,0.0,0.0,26.31,0.0,68.65
2021-05-26,951.6,4,0.0,951.6,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6102.52,65.71,0.0,48.7,158.96,0.0,0.0,0.0,0.0,26.21,0.0,68.87
2021-05-27,460.0,7,0.0,460.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,70.92,55.36,56.22,0.0,0,5516.67,69.96,0.0,0.0,158.75,0.0,0.0,0.0,0.0,26.65,0.0,69.46
2021-05-28,231.8,3,0.0,231.8,0.0,0,0,0,0,0,0,0,0,0,0.0,48.73,0.0,0.0,0.0,0.0,0,10575.57,78.36,0.0,0.0,158.43,2296.36,3495.76,5908.02,121.03,26.08,108.75,69.63
2021-05-31,149.8,2,200.0,-50.2,200.0,1,0,0,0,0,0,0,0,0,313.24,0.0,0.0,0.0,0.0,0.0,85619,5522.27,105.79,0.0,0.0,157.58,0.0,0.0,0.0,0.0,25.2,0.0,69.32
2021-06-01,374.5,5,922.6,-548.1,922.6,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,14318.35,63.62,0.0,0.0,156.63,0.0,0.0,0.0,0.0,24.93,0.0,70.25
2021-06-02,1286.4,5,0.0,1286.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3942.64,81.51,0.0,46.5,156.71,0.0,0.0,0.0,0.0,24.97,0.0,71.35
2021-06-03,470.8,7,0.0,470.8,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,70.64,58.46,55.98,0.0,0,3699.36,76.13,0.0,0.0,156.83,0.0,0.0,0.0,0.0,24.81,0.0,71.31
2021-06-04,374.1,5,0.0,374.1,0.0,0,0,0,0,0,0,0,0,0,0.0,47.92,0.0,0.0,0.0,0.0,0,5262.85,78.48,0.0,0.0,155.8,2373.77,3613.07,6251.24,119.7,24.68,109.51,71.89
2021-06-07,136.9,2,508.6,-371.7,508.6,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4035.85,63.49,0.0,0.0,155.07,0.0,0.0,0.0,0.0,24.69,0.0,71.49
2021-06-08,380.0,5,510.4,-130.4,510.4,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3598.78,70.27,0.0,0.0,154.6,0.0,0.0,0.0,0.0,24.31,0.0,72.22
2021-06-09,1318.9,4,370.0,948.9,370.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3500.22,75.6,0.0,41.6,154.07,0.0,0.0,0.0,0.0,24.41,0.0,72.22
2021-06-10,786.2,10,399.9538,386.2462,399.9538,2,0,0,0,0,0,0,0,0,320.69,0.0,70.15,62.31,58.66,0.0,0,3421.95,82.24,0.0,0.0,153.33,0.0,0.0,0.0,0.0,24.04,0.0,72.52
2021-06-11,570.5,4,0.0,570.5,0.0,0,0,0,0,0,0,0,0,0,0.0,47.33,0.0,0.0,0.0,0.0,0,7518.92,65.13,0.0,0.0,153.2,2442.57,3703.93,6576.25,118.14,23.89,109.29,72.69
2021-06-15,375.5,5,100.0,275.5,100.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4796.11,57.49,0.0,0.0,153.17,0.0,0.0,0.0,0.0,23.01,0.0,73.99
2021-06-16,1224.3,5,619.3,605.0,619.3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4384.55,65.41,0.0,41.1,152.42,0.0,0.0,0.0,0.0,23.16,0.0,74.39
2021-06-17,462.0,7,0.0,462.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.62,56.92,52.75,0.0,0,4232.77,65.01,0.0,0.0,152.01,0.0,0.0,0.0,0.0,22.72,0.0,73.08
2021-06-18,570.9,4,0.0,570.9,0.0,0,0,0,0,0,0,0,0,0,0.0,47.16,0.0,0.0,0.0,0.0,0,6210.01,69.94,0.0,0.0,150.75,2526.65,3748.36,6811.06,116.01,22.77,109.29,73.51
2021-06-21,138.5,2,200.0,-61.5,200.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4218.33,59.94,0.0,0.0,148.87,0.0,0.0,0.0,0.0,22.39,0.0,74.9
2021-06-22,347.6,6,80.0,267.6,80.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4038.68,66.88,0.0,0.0,148.43,0.0,0.0,0.0,0.0,21.63,0.0,74.81
2021-06-23,150.0,2,0.0,150.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3935.31,82.87,0.0,44.3,148.09,0.0,0.0,0.0,0.0,21.94,0.0,75.19
2021-06-24,540.9,7,0.0,540.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.94,64.13,58.95,0.0,0,4106.49,83.3,0.0,0.0,147.71,0.0,0.0,0.0,0.0,22.03,0.0,75.56
2021-06-25,211.9,3,0.0,211.9,0.0,0,0,0,0,0,0,0,0,0,0.0,39.99,0.0,0.0,0.0,0.0,0,7162.24,99.28,0.0,0.0,147.4,2591.41,3785.4,6753.42,114.5,21.68,108.96,76.18
2021-06-28,199.9,3,751.0,-551.1,751.0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4013.9,69.47,0.0,0.0,147.24,0.0,0.0,0.0,0.0,22.35,0.0,74.68
2021-06-29,404.7,5,40.0,364.7,40.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4191.95,92.29,0.0,0.0,147.14,0.0,0.0,0.0,0.0,21.79,0.0,74.76
2021-06-30,183.5,3,30.0,153.5,30.0,1,0,0,0,0,0,0,0,0,312.68,0.0,0.0,0.0,0.0,0.0,74584,4571.67,111.84,0.0,43.6,146.91,0.0,0.0,0.0,0.0,22.99,0.0,75.13
2021-07-01,171.0,2,0.0,171.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,72.17,45.28,44.75,0.0,0,11670.2,84.34,0.0,0.0,146.67,0.0,0.0,0.0,0.0,23.28,0.0,75.84
2021-07-02,577.5,8,30.0,547.5,30.0,1,0,0,0,0,0,0,0,0,0.0,14.01,0.0,0.0,0.0,0.0,0,8002.58,89.15,0.0,0.0,145.89,2653.32,3905.14,6970.35,115.53,22.89,109.18,76.17
2021-07-05,135.0,2,1233.5,-1098.5,1233.5,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4653.5,69.5,0.0,0.0,145.09,0.0,0.0,0.0,0.0,22.43,0.0,77.16
2021-07-06,358.1,5,910.5,-552.4,910.5,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4553.95,78.14,0.0,0.0,143.96,0.0,0.0,0.0,0.0,22.44,0.0,74.53
2021-07-07,1567.2,4,0.0,1567.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4595.02,88.2,0.0,39.1,143.51,0.0,0.0,0.0,0.0,22.43,0.0,73.43
2021-07-08,560.4,7,0.0,560.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.02,43.6,44.51,0.0,0,4638.66,77.56,0.0,0.0,143.03,0.0,0.0,0.0,0.0,22.42,0.0,74.12
